name,coordinate
8bb5ccf6-d559-42b0-8308-35b53b29836a.jpg,347_0_52_29;611_2_45_28;699_6_50_29;596_71_63_41;10_0_90_55;166_28_81_74;258_36_66_75;312_32_79_105;479_44_94_141;609_111_94_77;395_265_164_147;669_202_398_298;631_189_124_106;595_41_56_36;574_20_48_33;538_0_52_11;502_0_50_38;414_21_60_42;395_7_37_37;415_0_49_17;311_15_55_25;207_12_61_53;259_3_37_33;281_0_48_22;326_0_26_15
8bb6807e-b4d9-4ae8-9fbe-47e688268a4e.jpg,510_0_128_75;1022_0_47_61;49_0_151_93;0_19_90_138;307_40_156_156;946_77_123_133;810_430_259_66;536_116_228_225;0_78_26_159;855_0_184_92
8bb738ea-06b6-4f17-9b2c-5ae542f1cafe.jpg,362_0_53_20;496_2_46_24;567_13_50_47;156_0_189_88;486_59_75_86;600_41_74_69;890_42_129_43;306_87_86_73;618_94_80_83;455_151_88_90;226_180_148_131;10_370_201_124;672_115_310_359;319_345_217_155;652_1_93_43;466_13_53_45;330_7_53_51
28e8c9e0-81f8-47d5-b9a0-40afd3b604a0.jpg,215_47_119_100;742_18_143_85;951_113_108_108;143_229_200_206;457_194_239_302
28e96bee-fc01-4e8d-a4ea-8a5e1963275e.jpg,415_30_62_45;181_43_134_80;662_29_153_62;271_117_124_83;3_195_149_188;264_220_201_195;544_2_48_26;405_0_44_37;392_0_26_16;454_0_43_20;278_0_52_13;1_0_59_46;2_143_107_68
28ea50cc-c283-44ae-8228-14fdcd88f895.jpg,2_32_45_26;179_8_67_33;314_26_66_42;641_12_42_36;919_0_99_28;347_57_58_50;640_40_63_48;745_13_74_74;387_94_72_65;501_104_86_91;671_165_114_112;878_177_168_131;191_247_164_141;456_231_147_154;1047_3_22_17
28ec6305-2147-428f-bb6c-1c44622e4b72.jpg,298_1_153_15;834_0_218_69;380_44_171_91;548_220_172_164;227_240_188_155
28ec9d66-67c7-4dce-9885-5667e2d4b572.jpg,210_0_57_32;313_0_50_9;225_30_76_55;805_0_127_59;89_38_70_62;367_80_101_114;740_86_177_67;591_220_441_280;314_8_63_46;505_0_63_26;705_26_135_40
28ed470b-252b-4478-a901-5003898acc13.jpg,367_0_71_44;171_0_93_52;239_21_81_72;148_113_129_95;492_83_112_97;460_213_159_153;123_266_185_169;0_0_103_22;748_0_105_19
28ed9fdf-3607-4521-87d9-708116b64c63.jpg,372_0_35_34;436_12_38_26;500_5_39_28;1013_2_56_43;286_41_42_35;416_42_54_42;500_44_53_40;112_16_135_117;372_119_81_67;792_106_162_96;0_294_138_206;533_96_245_277;295_300_181_190;275_1_26_21;298_4_39_35;325_0_32_17;559_61_67_37
28ee609b-ae4c-4910-85ba-1d405cd4e335.jpg,603_0_28_14;767_0_72_25;820_4_75_28;874_2_71_25;927_13_65_26;995_7_59_20;426_67_72_58;0_143_120_321;171_249_181_161;375_5_50_45;428_0_39_19;446_5_44_39;434_33_52_37;488_0_35_14;1028_12_41_33;1_13_22_25
28f07bf9-9d6c-4320-9382-2271b427c232.jpg,125_3_60_30;212_19_57_40;277_68_123_79;541_0_49_30;680_5_66_42;106_31_84_54;170_52_82_71;481_43_66_80;57_112_125_99;287_113_115_98;277_227_164_155;944_157_125_130;197_1_52_21;272_0_52_17
28f0db79-e0de-4405-a692-5609a2345b0d.jpg,425_0_79_30;125_38_117_95;453_202_161_163;105_240_213_188;123_1_113_50
28f25a0a-8369-4d3f-8065-41d6f814da21.jpg,189_0_48_36;262_0_42_40;100_6_64_48;0_20_44_54;549_0_51_34;450_196_170_149;480_364_178_131;268_233_147_175;25_0_48_40;519_1_29_19;960_162_109_75;580_147_142_110
28f3d94c-3c72-4c65-87e1-959038123564.jpg,457_0_47_26;569_6_41_39;625_20_48_36;344_38_57_51;836_7_64_34;671_116_110_87;1031_102_35_80;556_201_128_158;887_16_126_55;1039_177_30_51;836_436_227_60;229_2_108_28
28f56806-726e-4155-975f-14ea55b8c2a7.jpg,320_0_49_38;494_0_49_29;589_12_57_56;686_0_32_10;679_44_62_46;217_25_86_47;407_21_69_52;516_67_59_72;916_43_134_55;604_89_96_60;10_119_125_100;670_272_190_159;114_1_82_10;0_93_28_69;419_0_71_35;399_0_21_23;677_10_51_29
28f5e65f-8ec6-4089-a8c0-14067b3ff952.jpg,375_8_39_30;694_0_99_28;310_38_65_49;0_117_24_68;407_63_74_63;60_100_108_94;242_121_94_79;2_195_97_118;385_254_150_193;119_299_181_153
372c46c7-3406-4584-8ab3-25811d44c159.jpg,286_0_38_23;325_0_39_21;1027_0_42_43;411_53_68_55;515_62_69_56;10_67_79_62;322_96_86_76;1002_90_67_78;553_191_118_113;334_241_121_131;419_20_53_32;521_32_59_29;497_12_43_35;534_1_48_30;580_0_32_17;631_0_37_11;490_0_31_11;1051_19_17_26;372_0_39_15
37445e0b-19f4-493c-a6e8-beb288d620f7.jpg,259_0_90_70;421_0_67_53;0_94_229_216;206_264_200_159
374dee1a-252d-4662-b0b5-4818a29a19b4.jpg,104_0_67_24;285_2_53_32;565_0_56_25;183_50_170_62;478_68_121_68;571_37_122_61;862_68_103_53;11_87_108_84;738_72_175_88;80_135_129_100;276_229_176_176;511_0_46_28;813_1_124_47;918_51_143_43;769_37_143_40;732_20_137_40
3757c20d-494a-4af6-b628-a33939f3e707.jpg,170_10_52_35;250_5_51_43;319_6_52_50;529_0_35_17;0_0_62_49;265_130_131_112;458_155_153_172;623_184_140_126;285_242_137_161;526_419_240_81;740_257_329_243;139_0_43_19;201_0_42_25;278_0_40_20;324_0_55_24;548_0_49_39
3765cebd-191d-41ff-a8f7-b51f2e0cc429.jpg,683_182_144_151;447_243_140_159
37749ddb-d1c3-4f1f-8216-a09e8812695a.jpg,759_0_106_23;361_0_146_170;129_433_219_67;713_170_247_231;697_0_66_10
377b9f04-a23e-4993-b7a0-b38bcbfba6b1.jpg,279_431_212_70;0_332_178_170;479_0_128_22
378a42b5-33df-420b-a204-13c295318433.jpg,1020_0_49_46;691_0_140_94;824_0_129_69;900_45_162_139;900_202_166_215;2_29_93_148;65_0_90_82
378f157b-065b-41a5-96ae-4b7bb20a0953.jpg,27_0_47_31;450_0_40_20;4_49_78_62;587_140_102_84;0_193_66_124;136_192_128_121;342_250_128_136;644_220_168_130;989_396_83_98;28_329_207_168;90_1_47_33;133_0_34_19;166_0_47_34;470_5_41_33;935_97_105_51;845_81_100_43;731_91_119_73;764_113_187_88
37970b15-c369-4c64-9542-d1796621fbfb.jpg,465_166_145_192
37a35cb3-b1a2-4fac-ad75-3bc25c1d5196.jpg,312_0_44_15;361_0_62_27;497_29_84_74;611_38_84_73;611_260_172_170
37aeaa07-3054-427e-952f-92afff755447.jpg,4_0_98_39;408_7_80_66;443_68_112_95;3_150_99_126;382_126_140_149;733_171_158_156;284_301_230_199;467_1_76_37
df8a7ac9-974d-4f93-b166-890c1ce957e2.jpg,280_0_60_32;342_0_40_16;147_32_93_54;267_36_78_36;497_25_64_62;575_29_113_61;672_61_135_62;483_111_88_77;292_133_95_89;637_149_109_68;649_214_115_88;413_215_133_128;119_232_204_199;677_310_177_162;354_10_51_48;256_61_74_54;560_0_33_16
df8b04d1-fc9f-431d-bfcf-359c0a6442ba.jpg,86_0_42_25;162_1_49_26;467_8_41_31;39_68_76_56;352_109_89_85;483_78_118_57;620_131_100_75;0_169_110_123;622_207_159_114;388_277_164_179;0_52_16_55;32_109_105_85;514_0_37_27;529_0_38_17;1029_437_39_63;784_86_136_65
df8b62ea-dbe7-40e9-9e3e-1c6c96e788f6.jpg,321_0_59_23;523_0_69_44;0_128_34_96;182_0_81_49;815_3_113_54;29_22_112_72;207_28_102_88;342_37_79_70;417_51_99_91;721_43_96_76;865_62_136_80;531_78_106_95;697_111_132_95;528_204_163_163;196_278_249_223;913_304_158_196;152_0_49_23
df8c5d6f-ef03-455b-9ee9-a21c40d05e17.jpg,8_0_140_78;97_0_272_393
df8d13c6-e1c0-47d4-b47e-e6ec2810ccb5.jpg,660_13_89_80;291_201_157_205;234_457_201_43;545_258_193_205;351_129_127_121
df8d7bb9-87c3-4076-9367-fb76e54be8a8.jpg,538_0_81_62;788_209_202_143;297_16_223_192;278_197_181_228;577_243_197_207
df8ef1e5-71bd-4b16-b7fd-36914374a51f.jpg,1004_0_58_53;776_25_137_67;416_237_172_163;0_458_218_42;384_404_227_96;117_235_215_191;675_240_204_153
df905092-081c-492b-a341-2a9d7588be9c.jpg,2_81_131_86;364_192_166_167
df90e67c-e862-4f7a-a268-d346a2530707.jpg,227_0_92_24;268_4_94_53;712_0_113_61;341_22_103_73;261_91_111_100;881_471_190_29;0_157_127_342;444_200_184_167;208_280_194_187
df912a44-28be-433a-9868-fc20759923ed.jpg,58_0_123_47;324_0_85_65;432_0_95_71;445_114_130_133;183_213_175_180
df918e3d-c374-4174-8927-21d4dc30dd99.jpg,100_2_75_56;153_0_56_29;702_0_113_21;829_0_135_39;87_145_141_137;545_232_174_159;960_0_106_29
df919091-c280-47ce-aa34-9c0afd7cfeaa.jpg,464_0_74_44;330_0_88_73;245_190_176_170;164_0_74_20;481_136_151_187
df91b38e-d418-4966-b2ee-b6dfb6894706.jpg,95_0_61_53;174_0_55_29;266_0_65_26;528_0_53_37;802_1_131_42;2_52_99_89;275_30_67_53;292_84_86_76;737_66_189_89;111_120_111_111;0_240_143_191;239_253_170_209;14_1_63_21;909_26_153_49
df92a7ff-6d04-4e9e-a2d3-21e1691124a8.jpg,429_0_79_84;55_12_108_99;541_154_131_115;337_231_129_172
d3cffa65-54e3-4dc1-977c-21a4852b53ec.jpg,324_2_80_49;468_6_86_55;453_101_114_114;196_191_198_195;461_440_230_60
d3d9829b-9131-434c-8f8e-ad1e301e4e22.jpg,3_3_109_52;190_0_122_38;752_12_90_66;497_98_140_104;169_147_143_122;368_211_169_168;88_250_204_197;701_266_243_190;330_0_113_21;527_0_141_18;1_424_217_74
d3e52a83-5c44-4ebc-ae93-7ace4cb514de.jpg,519_1_88_72;666_11_93_60;186_0_125_52;612_71_123_128;245_73_157_89;554_233_184_205;123_389_294_109;157_36_153_70;251_143_167_121
d3f38882-a6a7-43e1-b562-23349b04baa7.jpg,292_0_91_51;454_40_112_104;104_174_205_187;403_248_201_201
d401f334-e587-4da8-b883-9f36f214527a.jpg,246_246_162_153;473_200_169_182;697_314_160_180;335_59_88_68;515_69_83_78;682_0_57_29;670_22_74_78;661_132_128_94
d40c2b09-315d-443c-aba6-73f7fa85d948.jpg,569_43_183_192;0_0_149_88
d4161a9c-35a8-456a-9119-edb1614d2d40.jpg,643_0_35_17;799_0_90_27;0_27_24_54;457_240_175_176;0_96_57_71;675_0_95_23
d41fdfa8-532c-49da-8f83-8cb4b9fa45c2.jpg,411_92_90_107;401_33_94_68;396_0_130_49
d429128f-5674-4ee2-9fe3-f8a001f3c50e.jpg,419_2_135_59;767_0_141_48;6_21_204_90;770_141_181_116;602_243_161_158;86_418_243_82;137_232_199_182
d42fbdd8-1940-43bf-a537-ece0c3061ff8.jpg,221_265_282_233;308_0_315_57
d43a15a3-1407-4790-82e3-09874605cdce.jpg,132_4_100_64;217_47_111_89;470_37_122_135;257_135_121_130;267_257_252_212;0_18_70_80;969_1_100_33
7df854e0-c43d-4fce-8503-27702644ad10.jpg,348_0_55_17;466_0_79_54;166_0_75_50;82_40_103_78;481_64_93_118;448_267_159_165;72_2_91_43
7df887e9-29d4-48c5-9463-5ee3bc94241e.jpg,514_1_68_16;217_0_91_61;354_60_102_90;540_106_151_133;309_211_163_193
7dfafb25-03a5-4f38-9efc-8957c3aec45b.jpg,357_56_123_100;555_54_156_85;720_178_174_154;341_250_186_156;722_323_234_171;0_2_46_20
7dfb4676-b90d-46b6-82af-5997de7b1d37.jpg,174_19_105_71;219_93_127_111;127_201_153_156;51_0_112_45;774_0_143_23
7dfd5442-96f9-44d9-a722-132516217763.jpg,446_0_68_21;50_0_124_41;144_9_128_128;437_43_120_158;194_228_188_187
7e002a37-d10c-4173-a131-07c74d995e25.jpg,534_0_40_38;774_10_47_35;624_61_54_49;431_0_80_84;857_17_145_49;461_58_87_64;560_96_68_62;983_92_82_71;43_129_147_96;662_276_164_154;344_5_60_47;831_0_88_30
7e007ea4-8b4f-4b77-b6d5-5d65fb3256c0.jpg,2_3_35_32;126_1_118_12;512_0_68_18;774_0_112_20;336_3_181_52;202_136_146_130;377_202_174_178;446_0_96_41;622_0_118_17
7e008857-628e-4346-a543-a43bc7056173.jpg,429_0_67_45;303_7_72_56;986_5_83_75;465_62_91_82;267_139_129_113;462_208_167_188
7e010799-b082-4d26-8a9f-94443b8b9d99.jpg,331_11_49_44;398_6_46_39;355_46_66_48;498_57_73_68;822_43_128_39;799_63_163_57;570_68_144_186;727_161_141_107;334_324_169_178;554_319_178_172;850_16_153_51;204_2_115_27;304_1_25_18
7e01b871-1260-4079-a278-c1007c6f8e7d.jpg,387_0_82_13;85_1_141_55;452_6_77_69;922_0_147_56;887_74_141_92;535_198_176_158
7e031db4-faa8-4e7b-8950-dcea3b976572.jpg,281_2_100_36;796_0_162_82;312_43_114_102;164_208_204_174
7e032efa-db89-4de2-b38d-c3476846859d.jpg,617_70_147_144;414_224_239_238;28_204_254_294;3_0_338_55
7e0365a7-b62c-4956-a133-69da25af99b3.jpg,194_0_71_25;247_8_97_74;0_55_93_108;115_67_136_122;0_212_116_171;211_266_174_174
7e047ca0-a8bc-497b-94b7-63da4de7935c.jpg,184_0_122_93;492_0_127_115;738_0_205_107;0_61_122_196;878_57_169_136;575_153_239_207;32_0_128_45
7e0642d4-0294-4e34-b151-22675a969f22.jpg,524_0_69_50;30_0_118_23;428_11_85_75;630_1_77_55;77_43_105_86;702_95_127_91;925_70_119_82;35_111_163_147;333_121_119_103;545_203_158_173;182_365_220_131;807_267_241_202;991_13_77_60
3422c92e-533a-4b42-bb0e-a237544635de.jpg,7_203_82_214;145_233_172_151;494_263_245_209
3423ddb0-54c7-458b-a680-1c678dcee9e8.jpg,390_9_233_366;363_24_112_84
3423e8f0-53d1-42a7-a5fa-fcbb1c3f2ab5.jpg,167_0_110_70;166_216_175_162
34241b50-b09f-409a-a693-26228f3cfe27.jpg,578_230_160_153;256_0_51_24
34241be9-f374-4922-8e70-3a1be94c4fa4.jpg,304_284_174_190;0_56_27_75
342640d0-78aa-47b0-9c17-0f175eddf64e.jpg,524_213_171_178
3426d4c3-a6b3-4362-aeaa-63cbc184963f.jpg,723_0_133_60;562_49_122_95;0_405_252_93;125_200_202_166;406_239_179_180
34293915-bfb8-4c34-b8b0-500709457ad7.jpg,235_0_57_35;301_3_73_60;433_0_57_18;531_9_69_46;620_0_77_20;6_19_106_62;164_10_94_71;370_51_74_86;538_47_75_79;1001_7_68_101;752_71_101_78;525_183_158_148;986_400_80_97;229_211_179_166;527_0_63_22;629_5_72_55
34296924-1f1b-410d-b61b-ac4b28d0384f.jpg,132_0_70_18;0_35_60_83;98_70_171_80;547_75_111_89;172_116_183_123;902_110_134_128;108_246_195_161;519_285_183_173;0_0_74_44;87_34_157_46
34297135-833d-4ffa-a7a5-8ac7887db8f6.jpg,999_1_71_27;314_41_105_127;150_217_194_177;548_213_167_152
342b8a3a-bb4f-4fa5-b1ac-c7108e8698ae.jpg,811_0_152_76;1007_2_65_73;0_0_168_95;0_54_106_98;856_39_190_142;485_55_184_157;0_156_31_69
